#domain,port,ioc,ip
neodriveframework.com,80,Possible DinDoor Domain (Unverified),91.92.43.194
nep0.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.38.184.89
nexpose.cmitcentralri.com,3790,Possible Metasploit Domain (Unverified),184.185.107.7
nicephoto.com,80,Possible Viper Domain (Unverified),216.118.101.61
nitech066.myqnapcloud.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),95.82.0.207
no.collaborator.fi,443,Possible BurpSuite Collaborator Domain (Unverified),3.255.24.167
no.collaborator.fi,80,Possible BurpSuite Collaborator Domain (Unverified),3.255.24.167
node.ripalgantengstore.mystore-panel.my.id,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),178.128.171.71
nps.citrusice.duckdns.org,35431,Possible wstunnel Domain (Unverified),150.109.114.240
ns.form3-infosec.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.130.37.164
ns1.a-azon.com,80,Possible BurpSuite Collaborator Domain (Unverified),161.35.246.210
ns1.bscollab.ioactive.com,443,Possible BurpSuite Collaborator Domain (Unverified),162.43.142.93
ns1.bscollab.ioactive.com,80,Possible BurpSuite Collaborator Domain (Unverified),162.43.142.93
ns1.c01.red,443,Possible BurpSuite Collaborator Domain (Unverified),18.136.214.207
ns1.c01.red,80,Possible BurpSuite Collaborator Domain (Unverified),18.136.214.207
ns1.circlesquarefeet.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.215.46.181
ns1.collab.harryhacker.fi,443,Possible BurpSuite Collaborator Domain (Unverified),37.16.105.123
ns1.kaxbdu6svrd2ngbw.com,443,Possible BurpSuite Collaborator Domain (Unverified),153.127.202.149
ns1.kaxbdu6svrd2ngbw.com,80,Possible BurpSuite Collaborator Domain (Unverified),153.127.202.149
ns1.myusabank.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.54.233.33
ns1.penetore.com,443,Possible Havoc Domain (Unverified),54.95.208.190
ns1.psres.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns1.psres.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.212.133.79
ns1.steelcdn.net,443,Possible BurpSuite Collaborator Domain (Unverified),35.175.92.152
ns1.steelcdn.net,80,Possible BurpSuite Collaborator Domain (Unverified),35.175.92.152
ns2.accesmobile.com,443,Possible PureRAT Domain (Unverified),80.96.109.107
ns2.b8q.me,443,Possible BurpSuite Collaborator Domain (Unverified),51.195.217.12
ns2.burp.ninja,443,Possible BurpSuite Collaborator Domain (Unverified),91.238.238.101
ns2.burp.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),91.238.238.101
ns2.circlesquarefeet.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.215.46.181
ns2.d-offsec.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.186.8.133
ns2.fortifyondemand.info,80,Possible BurpSuite Collaborator Domain (Unverified),34.209.194.39
ns2.jj2.pw,443,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
ns2.jj2.pw,80,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
ns2.nettwatch.com,443,Possible BurpSuite Collaborator Domain (Unverified),63.35.175.119
ns2.nettwatch.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.35.175.119
ns2.neverblock.fun,443,Possible BurpSuite Collaborator Domain (Unverified),167.235.148.176
ns2.neverblock.fun,80,Possible BurpSuite Collaborator Domain (Unverified),167.235.148.176
ns2.nopjt.com,443,Possible BurpSuite Collaborator Domain (Unverified),94.237.118.10
ns2.nopjt.com,80,Possible BurpSuite Collaborator Domain (Unverified),94.237.118.10
ns2.puracollaborator.com,80,Possible BurpSuite Collaborator Domain (Unverified),32.192.58.79
ns2.tested-by-edgescan.com,443,Possible BurpSuite Collaborator Domain (Unverified),63.32.201.71
ns2.tested-by-edgescan.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.32.201.71
ns3.bbhunting.com,1196,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,1198,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,1365,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,1500,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,1680,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,8103,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,8109,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,8113,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns3.bbhunting.com,85,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
ns4.arcollaborator.net,80,Possible BurpSuite Collaborator Domain (Unverified),18.192.228.100
nsa.systems,443,Possible BurpSuite Collaborator Domain (Unverified),13.49.231.33
nsa.systems,80,Possible BurpSuite Collaborator Domain (Unverified),13.49.231.33
nscollaborator.six-red.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.208.137.30
nscollaborator.six-red.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.208.137.30
nsfhw.tech,443,Possible Hak5 Cloud C2 Domain (Unverified),45.238.142.234
ntfy.area404.nl,443,Possible Hak5 Cloud C2 Domain (Unverified),144.91.64.114
nuhai.xyz,80,Possible DinDoor Domain (Unverified),91.92.33.250
nx1.fi,443,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
nx1.fi,80,Possible BurpSuite Collaborator Domain (Unverified),18.184.113.9
nx1.fi,80,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
nx1.fi,8443,Possible BurpSuite Collaborator Domain (Unverified),3.125.80.158
oast.fearsiswin.indevs.in,80,Possible BurpSuite Collaborator Domain (Unverified),45.82.244.6
oast.infigo.hr,443,Possible BurpSuite Collaborator Domain (Unverified),52.142.226.8
oast.infigo.hr,80,Possible BurpSuite Collaborator Domain (Unverified),52.142.226.8
oast.run,443,Possible BurpSuite Collaborator Domain (Unverified),51.81.21.204
oast.soteria-offsec.io,443,Possible BurpSuite Collaborator Domain (Unverified),52.3.183.82
oast.soteria-offsec.io,80,Possible BurpSuite Collaborator Domain (Unverified),52.3.183.82
ogs.fullwoodcare.co.uk,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),142.93.49.30
ohme.dev,80,Possible BurpSuite Collaborator Domain (Unverified),67.207.72.191
onlyz.xyz,31337,Possible Sliver Domain (Unverified),51.15.8.6
onlyz.xyz,9998,Possible Sliver Domain (Unverified),51.15.8.6
oob.bountyexplained.com,443,Possible BurpSuite Collaborator Domain (Unverified),129.212.194.246
oob.bountyexplained.com,80,Possible BurpSuite Collaborator Domain (Unverified),129.212.194.246
oob.dsllaced.com,443,Possible BurpSuite Collaborator Domain (Unverified),51.159.149.184
oob.dsllaced.com,80,Possible BurpSuite Collaborator Domain (Unverified),51.159.149.184
oob.h4wk.cc,443,Possible BurpSuite Collaborator Domain (Unverified),37.60.245.86
oob.h4wk.cc,80,Possible BurpSuite Collaborator Domain (Unverified),37.60.245.86
oob.pwn.rocks,443,Possible BurpSuite Collaborator Domain (Unverified),136.117.244.47
oob.ramduel.com,443,Possible BurpSuite Collaborator Domain (Unverified),174.138.47.30
oob.ramduel.com,80,Possible BurpSuite Collaborator Domain (Unverified),174.138.47.30
openfigure.net,443,Possible BurpSuite Collaborator Domain (Unverified),18.162.204.69
openfigure.net,80,Possible BurpSuite Collaborator Domain (Unverified),18.162.204.69
opr.lv,443,Possible BurpSuite Collaborator Domain (Unverified),82.145.216.214
opr.lv,80,Possible BurpSuite Collaborator Domain (Unverified),82.145.216.214
pdf-sos.com,8808,Possible AsyncRAT Domain (Unverified),80.190.77.86
pentest.tlnr.no,443,Possible BurpSuite Collaborator Domain (Unverified),51.13.164.239
pentest.tlnr.no,80,Possible BurpSuite Collaborator Domain (Unverified),51.13.164.239
pentestr.net,443,Possible BurpSuite Collaborator Domain (Unverified),34.122.224.197
pentestr.net,80,Possible BurpSuite Collaborator Domain (Unverified),34.122.224.197
petalasie.com,80,Possible DinDoor Domain (Unverified),23.94.252.80
phonesexmachine.com,80,Possible Viper Domain (Unverified),216.118.101.41
photo.lv-11.com,3000,Possible Evilginx/EvilGoPhish Domain (Unverified),192.208.12.91
pics.18qiang.com,3790,Possible Metasploit Domain (Unverified),60.191.208.227
piffi.com,443,Possible NetSupportRAT Domain (Unverified),159.69.46.0
pingbackmetrics.com,443,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.107
pingbackmetrics.com,80,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.106
pingme.global,443,Possible BurpSuite Collaborator Domain (Unverified),54.158.100.221
pingme.global,80,Possible BurpSuite Collaborator Domain (Unverified),54.158.100.221
pingus.ca,443,Possible BurpSuite Collaborator Domain (Unverified),52.60.34.199
pingus.ca,80,Possible BurpSuite Collaborator Domain (Unverified),52.60.34.199
pintsslove.com,443,Possible PureRAT Domain (Unverified),185.174.102.5
plancontrol.space,443,Possible wstunnel Domain (Unverified),178.253.23.199
plateformessuresfrance.com,11601,Possible Ligolo-ng Domain (Unverified),83.136.250.175
polling.collab.urmcyber.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
postal.monkeyez.com,443,Possible PureRAT Domain (Unverified),172.237.88.168
ppu.pw,443,Possible BurpSuite Collaborator Domain (Unverified),135.125.183.49
ppu.pw,80,Possible BurpSuite Collaborator Domain (Unverified),135.125.183.49
prisharedmail.us,443,Possible PureRAT Domain (Unverified),148.163.101.169
prod.hackingasaservice.network,443,Possible BurpSuite Collaborator Domain (Unverified),20.31.224.59
prod.hackingasaservice.network,80,Possible BurpSuite Collaborator Domain (Unverified),20.31.224.59
proseclabscollab.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.140.217.238
proseclabscollab.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.140.217.238
prubelifepay.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),74.208.201.158
pt.etas.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.113.47.171
pt.etas.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.113.47.171
pt.sentrycollaborator.net,443,Possible BurpSuite Collaborator Domain (Unverified),15.160.65.200
pt.sentrycollaborator.net,80,Possible BurpSuite Collaborator Domain (Unverified),15.160.65.200
pydio.grupo-cd.com,3232,Possible Reverse_SSH Domain (Unverified),34.94.66.132
qt.8n8b.cc,4443,Possible PureRAT Domain (Unverified),103.43.11.40
rapid44.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),85.215.180.194
react.cevox.net,4000,Possible Evilginx/EvilGoPhish Domain (Unverified),69.164.245.180
real-honesty.com,110,Possible AsyncRAT Domain (Unverified),195.177.94.101
real-honesty.com,88,Possible AsyncRAT Domain (Unverified),195.177.94.101
real-honesty.com,995,Possible AsyncRAT Domain (Unverified),195.177.94.101
red2.whitehat.blog,443,Possible BurpSuite Collaborator Domain (Unverified),159.65.116.111
red2.whitehat.blog,80,Possible BurpSuite Collaborator Domain (Unverified),159.65.116.111
rnr.plqa.xyz,3232,Possible Reverse_SSH Domain (Unverified),192.3.84.131
robl0x.work.gd,8080,Possible CHAOS Domain (Unverified),222.255.100.119
rouzbahan.ac.ir,3790,Possible Metasploit Domain (Unverified),78.38.80.242
rovider.net,8008,Possible AsyncRAT Domain (Unverified),80.190.77.86
rsmcollaborator.com,443,Possible BurpSuite Collaborator Domain (Unverified),157.230.61.47
rsmcollaborator.com,80,Possible BurpSuite Collaborator Domain (Unverified),157.230.61.47
s.14.gy,443,Possible BurpSuite Collaborator Domain (Unverified),87.106.81.96
s.14.gy,80,Possible BurpSuite Collaborator Domain (Unverified),87.106.81.96
s0k.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),54.37.72.253
s0k.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),54.37.72.253
safe-netsurfing.com,443,Possible Hak5 Cloud C2 Domain (Unverified),15.161.176.25
sallerlab.net,33443,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
sallerlab.net,3380,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
sallerlab.net,443,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
sallerlab.net,80,Possible BurpSuite Collaborator Domain (Unverified),94.130.187.49
sasss.mazarathosting.site,7443,Possible Mythic Domain (Unverified),104.207.93.167
sdawx.shop,12159,Possible DcRat Domain (Unverified),156.238.120.12
sdawx.shop,8848,Possible DcRat Domain (Unverified),156.238.120.12
secure.dcpromotionalproducts.com,443,Possible Evilginx/EvilGoPhish Domain (Unverified),192.99.70.186
securemailinbox.com,443,Possible Mythic Domain (Unverified),20.200.61.22
securetransfer.rijkscloud.nl.sollicitatie.zip,80,Possible BurpSuite Collaborator Domain (Unverified),147.181.37.190
securitum.ninja,3790,Possible Metasploit Domain (Unverified),139.144.78.41
security.adgov.online,443,Possible BurpSuite Collaborator Domain (Unverified),3.29.113.247
securitycheck.serversec.mng.nintendo.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.220.87.115
securitytesting.asclab.net,443,Possible BurpSuite Collaborator Domain (Unverified),49.255.213.133
securitytesting.asclab.net,80,Possible BurpSuite Collaborator Domain (Unverified),49.255.213.133
server.oldervi.com,443,Possible BurpSuite Collaborator Domain (Unverified),68.66.235.113
server.oldervi.com,80,Possible BurpSuite Collaborator Domain (Unverified),68.66.235.113
share.file-opt.com,7443,Possible Mythic Domain (Unverified),134.209.112.52
sharpen.top,39001,Possible AdaptixC2 Domain (Unverified),43.160.225.40
shelterhearts.help,7443,Possible HypeAgent C2 Domain (Unverified),45.88.91.50
shuimui.szsmj.com,7443,Possible Mythic Domain (Unverified),194.32.149.129
sin.ichan.space,11601,Possible Ligolo-ng Domain (Unverified),94.237.69.189
sitemap.926.cam,8888,Possible Supershell Domain (Unverified),109.206.244.150
siyuanyuan.xyz,7443,Possible Mythic Domain (Unverified),47.87.84.177
skgorky.ru,443,Possible AsyncRAT Domain (Unverified),31.177.110.9
smallhubz.com,80,Possible DinDoor Domain (Unverified),2.27.248.75
snap.0x27.top,80,Possible BurpSuite Collaborator Domain (Unverified),49.235.104.231
sniper.cambounisoll.com,3790,Possible Metasploit Domain (Unverified),120.136.24.164
sniperya.com,80,Possible DinDoor Domain (Unverified),23.94.252.16
sof-col.fr,80,Possible BurpSuite Collaborator Domain (Unverified),13.36.187.230
sokmoroco.com,30300,Possible AsyncRAT Domain (Unverified),169.58.180.142
sokmoroco.com,30400,Possible AsyncRAT Domain (Unverified),169.58.180.142
sonarr.darkmavies.ca,443,Possible Evilginx/EvilGoPhish Domain (Unverified),149.56.12.202
sonqhong.com,8080,Possible AsyncRAT Domain (Unverified),195.177.94.101
speedtest.sistemaspalacios.com.co,10346,Possible Reverse_SSH Domain (Unverified),201.182.251.238
ss-pentest.shop,443,Possible BurpSuite Collaborator Domain (Unverified),35.95.200.44
ss-pentest.shop,80,Possible BurpSuite Collaborator Domain (Unverified),35.95.200.44
ssl.gexoa.zip,7691,Possible AdaptixC2 Domain (Unverified),203.161.55.41
sslvpn.montalvo.com,10444,Possible Bianlian Go Trojan Domain (Unverified),216.107.208.250
ssrf.pro,443,Possible BurpSuite Collaborator Domain (Unverified),31.44.88.158
ssrf.pro,80,Possible BurpSuite Collaborator Domain (Unverified),31.44.88.158
startmain.042310.xyz,60000,Possible Viper Domain (Unverified),103.215.81.156
staticbrochure702devb.pstechs.net,443,Possible BurpSuite Collaborator Domain (Unverified),100.26.154.249
staticbrochure702devb.pstechs.net,80,Possible BurpSuite Collaborator Domain (Unverified),100.26.154.249
stoemora.com,80,Possible DinDoor Domain (Unverified),93.152.223.221
studio.flexiu.com,8080,Possible Ligolo-ng Domain (Unverified),157.230.80.211
styloraib.com,80,Possible DinDoor Domain (Unverified),2.27.248.80
supoort-pdf.com,30100,Possible AsyncRAT Domain (Unverified),86.48.16.94
surgery.healthydefinitetrunk.com,443,Possible DinDoor Domain (Unverified),2.27.122.16
surgery.healthydefinitetrunk.com,80,Possible DinDoor Domain (Unverified),2.27.122.16
szsmijri.com,12159,Possible DcRat Domain (Unverified),118.107.46.177
t9p.me,443,Possible BurpSuite Collaborator Domain (Unverified),57.128.169.252
t9p.me,80,Possible BurpSuite Collaborator Domain (Unverified),57.128.169.252
tanksetup.duckdns.org,443,Possible Hak5 Cloud C2 Domain (Unverified),72.194.121.32
teamsbotmedia.cymmetriktools.com,21672,Possible AsyncRAT Domain (Unverified),13.192.1.210
teamsbotmedia.cymmetriktools.com,21672,Possible AsyncRAT Domain (Unverified),52.196.79.161
teamsbotmedia.cymmetriktools.com,21672,Possible AsyncRAT Domain (Unverified),54.199.206.9
tedrforth.com,443,Possible PureRAT Domain (Unverified),185.112.59.115
test101can.duckdns.org,56003,Possible PureRAT Domain (Unverified),195.177.94.188
thebangbros.com,1009,Possible AsyncRAT Domain (Unverified),80.190.77.86
toc6collab.security-samurai.de,443,Possible BurpSuite Collaborator Domain (Unverified),18.195.157.180
toc6collab.security-samurai.de,80,Possible BurpSuite Collaborator Domain (Unverified),18.195.157.180
townstyles.com,80,Possible DinDoor Domain (Unverified),2.27.248.237
tts88.cc,8848,Possible DcRat Domain (Unverified),143.92.61.232
turn.jitsi-sv.dedyn.io,4043,Possible wstunnel Domain (Unverified),89.147.110.44
txxy666.top,39902,Possible Bianlian Go Trojan Domain (Unverified),122.51.212.92
u0h.me,443,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.142
u0h.me,80,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.142
u78dm.r4cafffq.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.207.126.65
uk-lon-16.firstlookgames.com,11601,Possible Ligolo-ng Domain (Unverified),83.136.253.246
uk.nccburp.com,443,Possible BurpSuite Collaborator Domain (Unverified),5.148.32.234
uk.nccburp.com,80,Possible BurpSuite Collaborator Domain (Unverified),5.148.32.234
ukplayfinder.com,11601,Possible Ligolo-ng Domain (Unverified),94.237.52.134
v.vii.vi,443,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
v.vii.vi,80,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
vaadata.collaborator.fr,443,Possible BurpSuite Collaborator Domain (Unverified),139.59.207.120
vaadata.collaborator.fr,80,Possible BurpSuite Collaborator Domain (Unverified),139.59.207.120
vafoxupolomatatu.online,11601,Possible Ligolo-ng Domain (Unverified),45.133.210.173
vakvak.net,443,Possible BurpSuite Collaborator Domain (Unverified),67.207.72.191
varrysections.digital,80,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
vdz.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.230
vectrion.de,80,Possible Hak5 Cloud C2 Domain (Unverified),173.249.27.61
veikkaus.fun,8080,Possible BurpSuite Collaborator Domain (Unverified),139.59.135.3
veikkaus.fun,8443,Possible BurpSuite Collaborator Domain (Unverified),139.59.135.3
vi-sber1-22-jivosite.jesrfocv4f.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),104.105.15.96
vi27.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.223.62.26
vi27.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.223.62.26
video.suntendy.com.cn,3232,Possible Reverse_SSH Domain (Unverified),152.136.56.105
video.suntendy.com.cn,8888,Possible Supershell Domain (Unverified),152.136.56.105
vina3.n3t.top,43823,Possible wstunnel Domain (Unverified),103.199.19.148
vk2.pw,443,Possible BurpSuite Collaborator Domain (Unverified),51.38.231.99
vk2.pw,80,Possible BurpSuite Collaborator Domain (Unverified),51.38.231.99
vmi3180890.contaboserver.net,11601,Possible Ligolo-ng Domain (Unverified),185.193.66.120
vp40.co,443,Possible BurpSuite Collaborator Domain (Unverified),147.182.134.54
vp40.co,80,Possible BurpSuite Collaborator Domain (Unverified),147.182.134.54
vpn.mapz.cl,8080,Possible wstunnel Domain (Unverified),190.114.255.126
vscode.oastfy.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.119.38.98
vyhk1.19841014.xyz,8888,Possible Supershell Domain (Unverified),45.145.228.16
webcollaborator.ecfirst.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.22.63.51
webcollaborator.ecfirst.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.22.63.51
webmail.firstanz.cc,443,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
webmail.firstanz.cc,8000,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
webphpsite.inoupbezan.ir,8443,Possible wstunnel Domain (Unverified),46.225.118.13
well-pal.antisoc.io,65000,Possible Mythic Domain (Unverified),157.245.228.139
werderfan-fahrten.de,3790,Possible Metasploit Domain (Unverified),88.99.214.170
winassistantx.supportrmx.foo,5011,Possible AsyncRAT Domain (Unverified),186.169.88.130
wpz.pw,443,Possible BurpSuite Collaborator Domain (Unverified),149.202.34.181
wpz.pw,80,Possible BurpSuite Collaborator Domain (Unverified),149.202.34.181
wtq4c.summitholdings.lat,9000,Possible DevilGinx Domain (Unverified),185.212.128.90
wtq4c.summitholdings.lat,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.90
www.0pq.co,443,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.152
www.aufcnm.top,12159,Possible DcRat Domain (Unverified),82.23.246.148
www.bbs.mythicalkingdom.com,8443,Possible Mythic Domain (Unverified),132.145.210.148
www.bc.on2.us,80,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
www.burgerhalva.ru,4321,Possible AdaptixC2 Domain (Unverified),45.150.38.95
www.burp.cirosec.com,443,Possible BurpSuite Collaborator Domain (Unverified),195.243.60.207
www.burp.cirosec.com,80,Possible BurpSuite Collaborator Domain (Unverified),195.243.60.207
www.canasllots.com,56003,Possible PureRAT Domain (Unverified),84.200.77.29
www.crm.devagroup.com.pl,8884,Possible Pyramid Domain (Unverified),54.38.94.225
www.digiresto.ch,443,Possible BurpSuite Collaborator Domain (Unverified),51.38.184.89
www.duuf666.cn,8888,Possible Supershell Domain (Unverified),117.72.202.93
www.estrenosok.com,28481,Possible Ligolo-ng Domain (Unverified),192.169.7.110
www.expertisecentrumeuthenasie.nl,8834,Possible Hak5 Cloud C2 Domain (Unverified),95.179.135.253
www.exztkqvpn.fun,3790,Possible Metasploit Domain (Unverified),2.27.20.45
www.hjxnzf.top,8848,Possible DcRat Domain (Unverified),82.23.246.148
www.ispolic.com,10700,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.ispolic.com,20800,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.mail.mail.mail.mail.mail.mail.bcs.shrk.io,443,Possible BurpSuite Collaborator Domain (Unverified),52.41.201.69
www.mail.mail.mail.mail.mail.mail.bcs.shrk.io,80,Possible BurpSuite Collaborator Domain (Unverified),52.41.201.69
www.mail.mail.mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
www.mail.mail.mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,80,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,3380,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
www.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.testdnscoll.testlt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
www.mail.mail.mail.mail.mail.mail.x.scrt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
www.mail.mail.mail.mail.mail.mail.x.scrt.pl,8080,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
www.mail.mail.mail.mail.mail.mail.x.scrt.pl,8443,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
www.mail.ns1.wiz8.com,80,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
www.medicalhistory.site,6606,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.medicalhistory.site,7707,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.medicalhistory.site,8808,Possible AsyncRAT Domain (Unverified),45.131.182.88
www.ns1.techsightlab.com,443,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
www.pekvital.com,30121,Possible wstunnel Domain (Unverified),43.106.139.208
www.pivotpoint.fit,7443,Possible Mythic Domain (Unverified),89.127.233.194
www.polling.bcserver.infoatrisk.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.42.37.36
www.princessreign.com,8080,Possible Mythic Domain (Unverified),64.227.105.70
www.real-honesty.com,443,Possible AsyncRAT Domain (Unverified),195.177.94.101
www.sccic.info,7443,Possible Mythic Domain (Unverified),134.209.41.160
www.security.adgov.online,80,Possible BurpSuite Collaborator Domain (Unverified),3.29.113.247
www.securitycheck.serversec.mng.nintendo.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.220.87.115
www.sgs-z.com,4321,Possible AdaptixC2 Domain (Unverified),134.122.132.28
www.soka-nline.com,2025,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.sunyotech.com,5433,Possible Ligolo-ng Domain (Unverified),67.207.81.22
www.tech-corp.net,8080,Possible wstunnel Domain (Unverified),135.181.35.122
www.teigigutesiegel.at,8081,Possible Hak5 Cloud C2 Domain (Unverified),91.239.118.157
www.thebangbros.com,1001,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.thekhadeen.com,3790,Possible Metasploit Domain (Unverified),51.195.105.59
www.tihuloj.com,44875,Possible AdaptixC2 Domain (Unverified),185.242.245.27
www.usapdfa.com,7007,Possible AsyncRAT Domain (Unverified),80.190.77.86
www.vps10.ramaldigital.com.br,3790,Possible Metasploit Domain (Unverified),207.244.232.58
www.vps113661.inmotionhosting.com,443,Possible BurpSuite Collaborator Domain (Unverified),23.235.220.135
www.web.sitesforclasses.com,80,Possible DinDoor Domain (Unverified),2.27.248.16
www.whxck.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),43.153.206.145
www.whxck.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),43.153.206.145
www.xpj5859.com,2025,Possible PureRAT Domain (Unverified),183.90.187.2
wxcdc.movaci.net,8080,Possible Hak5 Cloud C2 Domain (Unverified),203.170.50.237
x.ctxp.ru,443,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.ctxp.ru,80,Possible BurpSuite Collaborator Domain (Unverified),185.98.81.158
x.gru.fi,11601,Possible Ligolo-ng Domain (Unverified),138.2.99.199
x.pilotairbus.com,4443,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
x.pilotairbus.com,8080,Possible BurpSuite Collaborator Domain (Unverified),157.173.112.251
x3p.me,443,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x3p.me,80,Possible BurpSuite Collaborator Domain (Unverified),57.129.14.39
x9.to,443,Possible BurpSuite Collaborator Domain (Unverified),34.145.238.24
x9.to,80,Possible BurpSuite Collaborator Domain (Unverified),34.145.238.24
xkk.chaosmedia.cn,9520,Possible CHAOS Domain (Unverified),117.72.101.55
xoqwfb.swellcss.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.204.67.121
xss.xxx,443,Possible Reverse_SSH Domain (Unverified),47.79.249.180
xxooxx.duckdns.org,8080,Possible Hak5 Cloud C2 Domain (Unverified),212.34.136.14
ye.immqm.com,18888,Possible Supershell Domain (Unverified),8.138.155.217
yfz.cc.cd,18993,Possible wstunnel Domain (Unverified),85.194.243.117
yhies.work,443,Possible BurpSuite Collaborator Domain (Unverified),92.222.178.185
yhies.work,80,Possible BurpSuite Collaborator Domain (Unverified),92.222.178.185
ythdfh34.w4.to,443,Possible BurpSuite Collaborator Domain (Unverified),34.145.243.184
